1660753593.000000
1.000000
109.00
85.00
80.33
75.25
72.20
76.00
78.86
80.62
81.89
83.20
84.18
85.25
86.15
87.07
87.87
88.56
89.18
89.61
90.05
90.40
90.67
90.95
91.22
91.42
91.36
91.46
91.52
91.46
91.41
91.33
91.26
91.19
91.15
91.09
91.00
91.00
90.95
90.87
90.77
90.68
90.56
90.40
90.21
90.09
90.04
90.00
90.02
90.02
90.04
90.18
90.33
90.46
90.57
90.67
90.75
90.80
90.74
90.64
90.51
90.42
