1660325131.000000, IBI
30.640625,0.515625
31.156250,0.515625
31.703125,0.546875
32.218750,0.515625
32.765625,0.546875
33.265625,0.500000
33.796875,0.531250
34.312500,0.515625
34.812500,0.500000
35.312500,0.500000
35.828125,0.515625
36.375000,0.546875
36.984375,0.609375
37.625000,0.640625
38.296875,0.671875
38.875000,0.578125
39.531250,0.656250
40.093750,0.562500
40.687500,0.593750
41.250000,0.562500
41.828125,0.578125
42.406250,0.578125
42.937500,0.531250
46.640625,0.640625
47.250000,0.609375
51.656250,0.640625
52.281250,0.625000
52.906250,0.625000
53.531250,0.625000
54.156250,0.625000
54.750000,0.593750
55.343750,0.593750
55.937500,0.593750
56.515625,0.578125
57.093750,0.578125
57.656250,0.562500
58.203125,0.546875
58.734375,0.531250
59.281250,0.546875
59.843750,0.562500
60.421875,0.578125
61.000000,0.578125
61.593750,0.593750
62.156250,0.562500
62.703125,0.546875
63.265625,0.562500
63.812500,0.546875
64.359375,0.546875
64.906250,0.546875
65.437500,0.531250
65.984375,0.546875
66.531250,0.546875
69.953125,0.593750
70.546875,0.593750
71.156250,0.609375
71.734375,0.578125
72.328125,0.593750
72.921875,0.593750
73.515625,0.593750
74.109375,0.593750
